"activityID" "activityLabels" "subjectID" "tBodyAccelerometer.mean.X" "tBodyAccelerometer.mean.Y" "tBodyAccelerometer.mean.Z" "tBodyAccelerometer.std.X" "tBodyAccelerometer.std.Y" "tBodyAccelerometer.std.Z" "tGravityAccelerometer.mean.X" "tGravityAccelerometer.mean.Y" "tGravityAccelerometer.mean.Z" "tGravityAccelerometer.std.X" "tGravityAccelerometer.std.Y" "tGravityAccelerometer.std.Z" "tBodyAccelerometerJerk.mean.X" "tBodyAccelerometerJerk.mean.Y" "tBodyAccelerometerJerk.mean.Z" "tBodyAccelerometerJerk.std.X" "tBodyAccelerometerJerk.std.Y" "tBodyAccelerometerJerk.std.Z" "tBodyGyroscope.mean.X" "tBodyGyroscope.mean.Y" "tBodyGyroscope.mean.Z" "tBodyGyroscope.std.X" "tBodyGyroscope.std.Y" "tBodyGyroscope.std.Z" "tBodyGyroscopeJerk.mean.X" "tBodyGyroscopeJerk.mean.Y" "tBodyGyroscopeJerk.mean.Z" "tBodyGyroscopeJerk.std.X" "tBodyGyroscopeJerk.std.Y" "tBodyGyroscopeJerk.std.Z" "tBodyAccelerometerMag.mean" "tBodyAccelerometerMag.std" "tGravityAccelerometerMag.mean" "tGravityAccelerometerMag.std" "tBodyAccelerometerJerkMag.mean" "tBodyAccelerometerJerkMag.std" "tBodyGyroscopeMag.mean" "tBodyGyroscopeMag.std" "tBodyGyroscopeJerkMag.mean" "tBodyGyroscopeJerkMag.std" "fBodyAccelerometer.mean.X" "fBodyAccelerometer.mean.Y" "fBodyAccelerometer.mean.Z" "fBodyAccelerometer.std.X" "fBodyAccelerometer.std.Y" "fBodyAccelerometer.std.Z" "fBodyAccelerometer.meanFreq.X" "fBodyAccelerometer.meanFreq.Y" "fBodyAccelerometer.meanFreq.Z" "fBodyAccelerometerJerk.mean.X" "fBodyAccelerometerJerk.mean.Y" "fBodyAccelerometerJerk.mean.Z" "fBodyAccelerometerJerk.std.X" "fBodyAccelerometerJerk.std.Y" "fBodyAccelerometerJerk.std.Z" "fBodyAccelerometerJerk.meanFreq.X" "fBodyAccelerometerJerk.meanFreq.Y" "fBodyAccelerometerJerk.meanFreq.Z" "fBodyGyroscope.mean.X" "fBodyGyroscope.mean.Y" "fBodyGyroscope.mean.Z" "fBodyGyroscope.std.X" "fBodyGyroscope.std.Y" "fBodyGyroscope.std.Z" "fBodyGyroscope.meanFreq.X" "fBodyGyroscope.meanFreq.Y" "fBodyGyroscope.meanFreq.Z" "fBodyAccelerometerMag.mean" "fBodyAccelerometerMag.std" "fBodyAccelerometerMag.meanFreq" "fBodyBodyAccelerometerJerkMag.mean" "fBodyBodyAccelerometerJerkMag.std" "fBodyBodyAccelerometerJerkMag.meanFreq" "fBodyBodyGyroscopeMag.mean" "fBodyBodyGyroscopeMag.std" "fBodyBodyGyroscopeMag.meanFreq" "fBodyBodyGyroscopeJerkMag.mean" "fBodyBodyGyroscopeJerkMag.std" "fBodyBodyGyroscopeJerkMag.meanFreq"
"1288" 3 "WALKING_DOWNSTAIRS" 20 0.273941562666667 -0.0177190708422222 -0.103329436311111 -0.646788491888889 -0.652062970577778 -0.674724579066667 0.728955636666667 -0.0512467584222222 0.115768032171111 -0.979205586666667 -0.966583319555556 -0.930452706 0.09095958502 0.0590034270488889 -0.046198480374 -0.638951254155556 -0.690620749133333 -0.826519703777778 0.0238271399577778 -0.0910526774866667 0.0996883496222222 -0.763834967777778 -0.69226193 -0.720305596622222 -0.115587180042222 -0.0385204427377778 -0.0648461323555556 -0.785196169333333 -0.840999906222222 -0.792273152222222 -0.619562959524444 -0.654370733924444 -0.619562959524444 -0.654370733924444 -0.693702454737778 -0.653119488844444 -0.634020627755556 -0.725850516955556 -0.814599286666667 -0.843784088 -0.643472854155556 -0.650596102551111 -0.731658216177778 -0.64907057708 -0.6751064944 -0.671264002866667 -0.111951937377778 0.0538550935777778 0.0239898894866667 -0.646541355688889 -0.694634548044444 -0.804247656444444 -0.664041455333333 -0.708622534555556 -0.848175848 0.0526734068444444 -0.116323699051333 -0.0404531165444444 -0.719657634444444 -0.749088028666667 -0.709472164888889 -0.779587323111111 -0.665560691266667 -0.750320847111111 -0.124240619977778 -0.1970763068 -0.0745651379333333 -0.642950124288889 -0.714988833444444 0.0940091731333333 -0.642721501755556 -0.670255305888889 0.230266838555556 -0.763155736933333 -0.750578851511111 -0.0879255600466667 -0.841035051777778 -0.858878482222222 0.167096428668889
"1745" 4 "SITTING" 20 0.274321798181818 -0.0168169131681818 -0.10488180530303 -0.637667718818182 -0.503576418831061 -0.571483925501515 0.741483041378788 -0.0593493937575758 -0.00965626467772727 -0.958288353636364 -0.956688131666667 -0.938436378333333 0.0933449348181818 0.0122195944056061 -0.0138921188609091 -0.659101446409091 -0.61272803212697 -0.724202916818182 -0.0550311252190909 -0.0619482863772727 0.130164381339242 -0.738777158939394 -0.640710258515152 -0.659581618454545 -0.0754248124242424 -0.0402933201212121 -0.0512397291272727 -0.743905722651515 -0.681730533712121 -0.761084124393939 -0.55861931930303 -0.608273393106061 -0.55861931930303 -0.608273393106061 -0.645317715954545 -0.636133729015152 -0.598202140015151 -0.649350975045455 -0.70882301630303 -0.692550649015152 -0.652890143757576 -0.542544240909091 -0.621167299043939 -0.632802034545455 -0.516889188727273 -0.580248763667879 -0.235950789589394 -0.0786319866515151 0.0336025597818182 -0.680852802272727 -0.640413388909091 -0.709947257966667 -0.667440565318182 -0.608605119860758 -0.737239697878788 -0.0333435239090909 -0.249508067545455 -0.120925495439848 -0.689923197742424 -0.630383644545455 -0.661632152545455 -0.755930576969697 -0.650894863181818 -0.692140569393939 -0.1216423202 -0.0699337004848485 -0.112811566158924 -0.604827670831818 -0.672550137945455 0.0431662045227273 -0.635213681181818 -0.63942110230303 0.148802257151515 -0.653590972666667 -0.711876406212121 0.045368628319697 -0.693257748863636 -0.714536981848485 0.146246648260606
"2269" 5 "STANDING" 20 0.277226683287671 -0.0155751445794205 -0.106339615706849 -0.586071071616438 -0.472716902424658 -0.586303112465753 0.775407636438356 -0.117410790054795 0.0631871371917808 -0.972620639452055 -0.954017008767123 -0.94619680369863 0.0837012711684931 0.0109750719027397 0.0101583915693863 -0.625904232753425 -0.62063479009589 -0.766651268767123 -0.0654897027691781 -0.0516150149534247 0.0876363187383562 -0.732061411506849 -0.68722392450274 -0.63968035609589 -0.0948622755638356 -0.0329646304452055 -0.064213469199726 -0.774451559041096 -0.80388320260274 -0.756783863287671 -0.530414533123288 -0.570274923835616 -0.530414533123288 -0.570274923835616 -0.647119798164384 -0.634810008260274 -0.609587519369863 -0.693705437287671 -0.783459775205479 -0.810816040657534 -0.60571086960274 -0.52035377109589 -0.653275507136986 -0.579457713424658 -0.482434249616438 -0.584447263191781 -0.280360870255205 -0.0202390953520548 -0.00210524985616439 -0.64835060176889 -0.640484648238356 -0.746149232465753 -0.636012777123288 -0.624802348178082 -0.785691382054794 -0.145640611657534 -0.285851096958904 -0.169321302731507 -0.706035541506849 -0.721005481164384 -0.648380827493151 -0.742733810547945 -0.672715074589041 -0.67077121960274 -0.180507933541096 -0.263433436572192 -0.0903990482054794 -0.574559447390411 -0.636086300863014 0.049397104690411 -0.632631817865753 -0.639579113342466 0.137968452945795 -0.737400891643836 -0.720078132739726 -0.0660312853123288 -0.809733829890411 -0.826453565890411 0.164757134643836
"2808" 6 "LAYING" 20 0.277385478544118 -0.0144088210808824 -0.108230958720588 -0.596833696029412 -0.367615750191176 -0.595543216779412 0.898026253235294 -0.0622124672794118 0.0129088117720588 -0.979209304705882 -0.960379570735294 -0.952828291323529 0.0761764692985294 -0.0178616176322059 -0.00148508452441177 -0.637067782286765 -0.483529372338235 -0.695131650132353 -0.0309320799779412 -0.0662996320867647 0.0836027218979412 -0.690754396397059 -0.603371498191176 -0.570162808382353 -0.0853899817352941 -0.0210639183367647 -0.064003323825 -0.669637536682353 -0.694511780176471 -0.620123475625 -0.505156402941176 -0.557305162151471 -0.505156402941176 -0.557305162151471 -0.592393718216176 -0.564366059350441 -0.548879466920588 -0.622141230473529 -0.673897081838235 -0.696357204676471 -0.626869904167647 -0.414312700014706 -0.627751941401471 -0.586520134354412 -0.384878852029412 -0.610780376191176 -0.191801869392647 -0.0546257307132353 0.0649409883308824 -0.666135256941176 -0.525904405014706 -0.690057851441176 -0.639768636294118 -0.471988455661765 -0.699315386647059 -0.104493764691176 -0.301163651864706 -0.176013805042647 -0.620491416897059 -0.624339099298529 -0.541554900397059 -0.713871660205882 -0.594547084397059 -0.620665502088235 -0.134191908569118 -0.124248655097059 -0.0679549660694118 -0.544487138313235 -0.634964586319118 0.0588315331558824 -0.574597324676471 -0.555950805529412 0.140422759276471 -0.630892834117647 -0.683636416647059 -0.0017892561457353 -0.706584495235294 -0.704800015691176 0.103650648582206
"439" 1 "WALKING" 24 0.281148869413793 -0.00872674674465517 -0.108821285482759 -0.67543616162069 -0.60034223542069 -0.75739201 0.636958181551724 0.127927177160345 0.199906841931034 -0.963343420862069 -0.924144037293103 -0.946967335517241 0.0693936581413793 -0.0144513107217241 -0.00619341196655172 -0.705302332793104 -0.693827320172414 -0.862783350862069 -0.0449221427068966 -0.0842438397758621 0.0992487864655172 -0.757829657931035 -0.835203064310345 -0.758524639482759 -0.112968265396552 -0.0385074843224138 -0.0556718488706897 -0.787233392413793 -0.916630026034483 -0.794122926896552 -0.637848004139655 -0.658210298534483 -0.637848004139655 -0.658210298534483 -0.731184794482759 -0.721195753965517 -0.712526488793103 -0.764685761931034 -0.855785654655172 -0.874851304827586 -0.699567640224138 -0.626751775172414 -0.794974074827586 -0.668165935689655 -0.61412522087931 -0.756793138448276 -0.155748692681034 0.0713895689844828 0.0243962941681035 -0.724212104827586 -0.703510306896552 -0.847466099655172 -0.712318605344828 -0.704791873448276 -0.877009288275862 0.0293085282931034 -0.14823953632931 -0.0744402808965517 -0.723128992982759 -0.863181926206897 -0.735466860517241 -0.770288101034483 -0.821982279482759 -0.790981005344828 -0.196266782824138 -0.370685381217241 0.0159981718206897 -0.665422188 -0.710404023275862 0.0763451918448276 -0.710837340172414 -0.736864368103448 0.141012650448276 -0.796916472068966 -0.784991435 -0.158817414410345 -0.87166542637931 -0.888111857413793 0.121932712844828
"909" 2 "WALKING_UPSTAIRS" 24 0.280031655762712 -0.0173286646016949 -0.107350679474576 -0.677842182813559 -0.692031927457627 -0.687914659961017 0.707848924576271 0.122222000252542 0.0527894798101695 -0.979699704915254 -0.967536214237288 -0.949929374067797 0.0904100687288136 -0.00317520502559322 0.00148449712474576 -0.691090983949153 -0.767154773389831 -0.819929890847458 -0.0502968065457627 -0.0862245778050847 0.117317652338983 -0.752934853220339 -0.770774052033898 -0.699993583089831 -0.102268296342373 -0.0237150553898305 -0.0402528892932203 -0.827352585084746 -0.851100466949153 -0.826118018983051 -0.655483402694915 -0.672007435231525 -0.655483402694915 -0.672007435231525 -0.730927821237288 -0.715832710542373 -0.673798920779661 -0.762393853898305 -0.837812793559322 -0.857818324067797 -0.681160764491525 -0.715139479491525 -0.729468931050847 -0.677569071449153 -0.700036341254237 -0.690328825254237 -0.136192327516949 0.0132392973508475 0.0865690632728814 -0.718091149491525 -0.783047835084746 -0.803427440457627 -0.691453747186441 -0.766756778508475 -0.835265896949153 -0.0417389460847458 -0.203802041881356 -0.132244282440678 -0.733433544237288 -0.783976283898305 -0.72457771640678 -0.761975994745763 -0.765700811847458 -0.720884695150847 -0.114448457915254 -0.162024818155932 -0.110158280286441 -0.673507966491525 -0.722593312 0.14661896490678 -0.713939983474576 -0.720172643220339 0.184526637857627 -0.786064995254237 -0.788117902711864 -0.0827939140271186 -0.85620128779661 -0.870623233728814 0.171137459369492
"1333" 3 "WALKING_DOWNSTAIRS" 24 0.286373631890909 -0.0207782934445455 -0.108017752025455 -0.513027972218182 -0.551776265945455 -0.636100746145455 0.699109743636364 -0.0247692263145455 0.112832956278182 -0.959056446909091 -0.961836284363636 -0.931928174 0.0590361402727273 0.0135100171323636 0.001923951668 -0.519299353654545 -0.587214293150909 -0.738293810909091 -0.0259170206490909 -0.09234984754 0.0699678430318182 -0.705610682161818 -0.68944365516 -0.624386367836364 -0.0435722967745455 -0.0546244943854545 -0.0590225882727273 -0.716227589090909 -0.775133629090909 -0.713903937090909 -0.50620238022 -0.515190858836364 -0.50620238022 -0.515190858836364 -0.587333129163636 -0.524889201350909 -0.586747220549091 -0.652748254 -0.749793766727273 -0.770431123818182 -0.517564459036364 -0.545763003890909 -0.652342276727273 -0.511990380454545 -0.58444581138 -0.658834506463636 -0.230634376756364 0.0593264772109091 0.169828741145455 -0.5345937632 -0.601217668512727 -0.706569625090909 -0.547422304345455 -0.600787487036364 -0.769854637818182 -0.0436266603145455 -0.205152420890909 -0.0380166878854545 -0.642701554127273 -0.690898939818182 -0.604766828345455 -0.726762443981818 -0.693676905763636 -0.667043569636364 -0.09253948572 -0.0863628335090909 -0.0340817767745455 -0.491639398454545 -0.605300638916364 0.0821142690639091 -0.516608917603636 -0.539566925490909 0.144293538563636 -0.681306255636364 -0.694998674 -0.00425946248909091 -0.766098442545455 -0.793064116727273 0.144422800818182
"1811" 4 "SITTING" 24 0.281866241029412 -0.0191300722119118 -0.115887143073529 -0.541911124836765 -0.367475012939706 -0.611965203779412 0.7269171075 -0.0350672590779412 0.0370943019705882 -0.966371938235294 -0.948507179705882 -0.944059801029412 0.0569898028676471 0.0187744568470588 -0.00854254751705882 -0.547215942617647 -0.475856510229412 -0.739075687647059 -0.0742363627411765 -0.0349246928235294 0.109292275197059 -0.679255518676471 -0.639574462779412 -0.621538792514706 -0.108769307945588 -0.0500588251044118 -0.0616399265588235 -0.657963810323529 -0.746732729544118 -0.653759295779412 -0.470152991044118 -0.541438744595588 -0.470152991044118 -0.541438744595588 -0.562422827038235 -0.524285933597059 -0.546349397720588 -0.614960662352941 -0.705457160441176 -0.72000776 -0.558558077339706 -0.397252100092647 -0.652892132823529 -0.537267431397059 -0.393709263985294 -0.623151166708382 -0.221859271973529 -0.00273221325882353 0.0176432221705882 -0.573820620092647 -0.511667263558824 -0.723634782823529 -0.560786429413426 -0.472388506426471 -0.753144139117647 -0.0633535896073529 -0.287658854355882 -0.152943497067647 -0.600488888897059 -0.657526257073529 -0.575261812279412 -0.705725694411765 -0.635752345147059 -0.674689853088235 -0.111808407395588 -0.161736661135294 -0.0295477931257353 -0.524150896411765 -0.624219922014706 0.0632664747308824 -0.517017518339706 -0.538020922002206 0.162846960776471 -0.640338937264706 -0.667346979117647 -0.0114329001191176 -0.723055743823529 -0.736087536176471 0.0864365170988235
"2342" 5 "STANDING" 24 0.27354736173913 -0.0173962507301449 -0.1106878204 -0.720989522747826 -0.60001830432029 -0.693146765913043 0.467531736956522 0.0355301337101449 0.212317584956522 -0.965811953333333 -0.95857589173913 -0.943852330376812 0.0983881521333333 0.0113003825144928 -0.0120501662964638 -0.739232847595652 -0.73144333883913 -0.818072686231884 -0.0277803799594203 -0.075857469332029 0.0589450995666667 -0.778687275434783 -0.745579175737681 -0.665771650333333 -0.0851408764768116 -0.0481900997826087 -0.0568572104913043 -0.818550489710145 -0.818613276869565 -0.801804544550725 -0.664247242242029 -0.685027132782609 -0.664247242242029 -0.685027132782609 -0.753407784086957 -0.726542259275362 -0.66450237857971 -0.717539893489855 -0.819755880869565 -0.81511445226087 -0.730357575 -0.65355435026087 -0.732834346652174 -0.718854126463768 -0.600178089985507 -0.696729865130435 -0.209750700404348 -0.0227138516115942 0.0589025494202899 -0.751159454449275 -0.744952135301449 -0.803120249710145 -0.750521513747826 -0.735255841884058 -0.831939015362319 -0.0678784123808696 -0.239495966195652 -0.15628506359029 -0.754443550797101 -0.752378428189855 -0.689756000904348 -0.78902657473913 -0.744215950507246 -0.689493212927536 -0.149096190868116 -0.225352409946667 -0.160631786542029 -0.697033132333333 -0.729472759434783 0.053653046326087 -0.723862460434783 -0.7318076659 0.070530539355942 -0.750853772289855 -0.74571582857971 -0.0924350475507246 -0.819416291681159 -0.822632848405797 0.0924340145797101
"2876" 6 "LAYING" 24 0.272041369513889 -0.0194548632333333 -0.105838378305556 -0.857245591847222 -0.8305479060125 -0.848059393333333 -0.105830125694444 0.576227804166667 0.535794723194444 -0.961328990694444 -0.987250361388889 -0.971928294444444 0.0796608425097222 0.0205587633616667 -0.00971366777138889 -0.893402415555556 -0.866369884166667 -0.898446793333333 -0.0161620615375 -0.0912928021402778 0.109486456583333 -0.906072717222222 -0.892189628611111 -0.871280951527778 -0.101850654805556 -0.0438329380138889 -0.0709495985458333 -0.894676268055556 -0.913938857083333 -0.918898606388889 -0.837267326027778 -0.865142795236111 -0.837267326027778 -0.865142795236111 -0.882236634583333 -0.880923730291667 -0.859236031805556 -0.894426349583333 -0.910137765 -0.917407631111111 -0.869717611527778 -0.837416350944444 -0.858167315555556 -0.852768588166667 -0.837511778805556 -0.853794822222222 -0.422982208458333 0.213505282130556 0.177200504161111 -0.897475466805556 -0.87293998625 -0.890629523055556 -0.898774320972222 -0.868462142902778 -0.904663829166667 0.0471342813083333 -0.0138575546375 -0.0284913242444444 -0.880876540833333 -0.892795376944444 -0.87042088 -0.91439502625 -0.893483000277778 -0.883634208055556 0.156416313916667 -0.146014317622222 0.182341379902778 -0.863480253597222 -0.886655096666667 0.0682566787777778 -0.881034201388889 -0.880842787138889 0.304490191763889 -0.898037199861111 -0.911296854444444 0.07594656627375 -0.916368565694444 -0.924439494861111 0.253691645673611
"2948" 1 "WALKING" 1 0.277330758736842 -0.0173838185273684 -0.111148103547368 -0.283740258842105 0.114461336747368 -0.260027902210526 0.935223201473684 -0.282165021263158 -0.068102864 -0.976609642526316 -0.971305961473684 -0.947717226105263 0.0740416333157895 0.0282721095884211 -0.00416840617789474 -0.113615602435789 0.0670025007684211 -0.502699788526316 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.473535485894737 -0.0546077686594737 -0.344266629473684 -0.0899975423705263 -0.0398428709463158 -0.0461309295021053 -0.207421854757895 -0.304468510631579 -0.404255452631579 -0.136971176556842 -0.219688645631579 -0.136971176556842 -0.219688645631579 -0.141428809031579 -0.0744717500625263 -0.160979552536842 -0.186978364526316 -0.298703679084211 -0.325324878894737 -0.202794306326316 0.0897127264021053 -0.331560117789474 -0.319134719578947 0.056040006846 -0.279686751494737 -0.207548374494737 0.113093646103158 0.0497265196172632 -0.170546964549579 -0.0352255241130632 -0.468999224631579 -0.133586606326316 0.106739857136 -0.534713440421053 -0.209261973376842 -0.386237143210526 -0.185530281244211 -0.339032197115789 -0.103059416434737 -0.255940940315789 -0.516691938736842 -0.0335081597884211 -0.436562227473684 0.0147844986621053 -0.0657746190010526 0.00077332156431579 -0.128623450629474 -0.398032586842105 0.1906437244 -0.0571194000343158 -0.103492403002105 0.0938221807027368 -0.199252568986316 -0.321017953894737 0.268844367525895 -0.319308593778947 -0.381601911789474 0.190663448793684
"4174" 2 "WALKING_UPSTAIRS" 1 0.287697098867925 -0.0186713145792453 -0.117179843113208 -0.492558320716981 -0.307063712679245 -0.454487619056604 0.840872401132076 -0.0819614595509434 0.0248002215811321 -0.96273942 -0.953969278490566 -0.936565426037736 0.113493517373585 -0.00663394985471698 -0.00563140234943396 -0.519863985754717 -0.469782076773585 -0.699959255192453 0.00645491520754717 -0.1171539842 0.0766378991830189 -0.602848080339623 -0.553910017184906 -0.460161542184906 -0.111090143383019 -0.00923086433773585 -0.0194068979075472 -0.671251850188679 -0.708479697723396 -0.673852507924528 -0.387746934169811 -0.516047130075472 -0.387746934169811 -0.516047130075472 -0.521344331320755 -0.547225256007547 -0.423229266458491 -0.518533546543396 -0.684387923301887 -0.726755270792453 -0.483266082754717 -0.34496234299434 -0.538710272603774 -0.498648715056604 -0.333254685622641 -0.456721858301887 -0.225900959811321 -0.0224912982754717 -0.0449488436415094 -0.531476675622642 -0.487346526830189 -0.666610213943396 -0.552232894396226 -0.48794890409434 -0.732417313226415 -0.0624036019811321 -0.237275213301887 -0.197646120179245 -0.561748728490566 -0.574832821507547 -0.475236690377358 -0.620037595169811 -0.549686559256604 -0.508136742762264 -0.199298917656604 -0.159565229588679 -0.139743975821132 -0.480791268849057 -0.615345427584906 0.105029592400755 -0.511685142967925 -0.602360915169811 0.230878165925849 -0.585666095049057 -0.562238232839623 -0.122736604641509 -0.71670106454717 -0.760749313943396 0.160829987773585
"5247" 3 "WALKING_DOWNSTAIRS" 1 0.281546905163265 -0.013919829077551 -0.114396246040816 -0.739520901946939 -0.613838427283673 -0.622918038440204 0.690269932612245 0.018608479877551 -0.191195706510204 -0.978059783061224 -0.961967224897959 -0.960311110816327 0.0784853913918367 -0.0175964897540816 -0.00871487377081633 -0.781323345367347 -0.738730286938776 -0.810462397346939 -0.0441035854159184 -0.0708640233265306 0.0806412100571429 -0.801218178367347 -0.714700200061224 -0.703084094489796 -0.104612930714286 -0.0240492944289796 -0.0367499663612245 -0.842970513061225 -0.853959558979592 -0.84094767122449 -0.652618691238571 -0.706045321489796 -0.652618691238571 -0.706045321489796 -0.761604894897959 -0.766416402416327 -0.673105278979592 -0.732072323673469 -0.841883445714286 -0.869903700612245 -0.759652018591837 -0.655579968204082 -0.700358092571429 -0.732445708469388 -0.618519587142857 -0.612961999408163 -0.150389150493878 -0.00658223651836735 0.0248693436734694 -0.79158693 -0.747827977183673 -0.792960536795918 -0.790177734285714 -0.747477732244898 -0.826902423265306 0.0363177145918367 -0.156146285904082 -0.101171379010204 -0.785359531428571 -0.760610182959184 -0.744445589387755 -0.808144943673469 -0.693043599734694 -0.719226654693878 -0.144546002877551 -0.193877531742857 -0.0574422280938776 -0.717422237036735 -0.745447756428571 0.0689564209204082 -0.76120003677551 -0.774674118157143 0.243952012922449 -0.773113245081633 -0.751152710204082 -0.101220146387755 -0.866302598979592 -0.88438035877551 0.187931313085714
"6233" 4 "SITTING" 1 0.269012626595745 -0.0250474137889362 -0.112269698340426 -0.605072574957447 -0.528673138834043 -0.592332964538298 0.740163378085106 -0.0259185060212766 -0.00477216540425532 -0.971122777234043 -0.953952972978723 -0.936907703191489 0.115195219021277 -0.00821495012340426 -0.0206011061553191 -0.657973416510638 -0.60813007422766 -0.780415603191489 -0.0263653147446809 -0.078856361106383 0.0677868367446808 -0.736846077297872 -0.704145407446809 -0.66851003083617 -0.0714186866042553 -0.0568619262234043 -0.0771913698042553 -0.748525239382979 -0.780778373829787 -0.780435071702128 -0.541386178744681 -0.627427930587234 -0.541386178744681 -0.627427930587234 -0.657305847848936 -0.662963456914894 -0.620291599808511 -0.712331654680851 -0.768924739787234 -0.783709292340426 -0.622528717212766 -0.546419039791915 -0.658912259106383 -0.599173653306383 -0.550047056925532 -0.590202968048936 -0.238530974582979 -0.0046149945680851 0.00952615608297873 -0.68830067947234 -0.638669716659575 -0.765917141914894 -0.657757839148936 -0.601305391191489 -0.793357348085106 -0.103543162978723 -0.195926868742553 -0.153224664531915 -0.688041840829787 -0.711441129361702 -0.678488236191489 -0.753504057659575 -0.702432633829787 -0.696423313510638 -0.0943681425374468 -0.130640297217021 -0.14003930077234 -0.621369621531915 -0.689249934595745 0.0494093495361702 -0.655800089361702 -0.676231232489362 0.177700798702128 -0.72725606212766 -0.754167042765957 0.0253524585904255 -0.785555455319149 -0.797933404255319 0.194019603189362
"7519" 5 "STANDING" 1 0.28672561575283 -0.0142348174188679 -0.132934217641509 -0.711853163584906 -0.673406110426415 -0.743826728358491 0.545388943773585 0.207547493924528 0.214534443941509 -0.943138106792453 -0.947154019433962 -0.881238906603774 0.0964498658867925 -0.00341696052603774 -0.0331257051371698 -0.78404992209434 -0.763356953886792 -0.846938581886792 0.00138887106792453 -0.087357378745283 0.130901819245283 -0.814253742830189 -0.839397165660377 -0.786841063207547 -0.128134841207547 -0.0535501074613208 -0.070931553745283 -0.796072732996226 -0.887499793773585 -0.842811437358491 -0.659758309962264 -0.669268101698113 -0.659758309962264 -0.669268101698113 -0.78802052905283 -0.773984302430189 -0.747806100037736 -0.795101090188679 -0.856811636226415 -0.866562889811321 -0.74683198545283 -0.700636088188679 -0.777186378811321 -0.699671048415094 -0.680921094886792 -0.747719881698113 -0.2215473624 0.00221962395471698 0.0950065197509434 -0.798736911962264 -0.779283733679245 -0.834136843018868 -0.788438229603774 -0.761856298796226 -0.858505331509434 0.000742097603773585 -0.221412194415094 -0.0815673736188679 -0.763614574603774 -0.845075476415094 -0.781579262981132 -0.831510318867924 -0.838171155660377 -0.80907733245283 -0.108443341569811 -0.168716595433962 -0.0596510089037736 -0.699652011177359 -0.705874728301887 0.0484985255471698 -0.775124539735849 -0.774572156943396 0.184188518037736 -0.816660093018868 -0.817114442641509 -0.120489325116981 -0.870281481886792 -0.870935564716981 0.121826544792453
"8893" 6 "LAYING" 1 0.278972962 -0.016464001487298 -0.1045319936 -0.75841751018 -0.74243116646 -0.7916022602 0.4928497956 0.10249846392 0.296998943778 -0.9793977564 -0.981783912 -0.970258389 0.08684591586 -0.0203163849138 -0.000142482172400001 -0.7884878209 -0.76063892036 -0.8464397966 -0.024745526588 -0.08220544247 0.10458046341 -0.84093439888 -0.8730684466 -0.77579065704 -0.097352341346 -0.0333363241336 -0.075354542248 -0.868696858 -0.91255306 -0.8481296104 -0.74017521988 -0.77718213242 -0.74017521988 -0.77718213242 -0.78877904554 -0.77875752064 -0.78772147248 -0.83173656406 -0.887854533 -0.9062720864 -0.774779592934 -0.74287496838 -0.8072646706 -0.75282560814 -0.75901614994 -0.799573523 -0.185074784842 0.114524591604 0.166855866026 -0.79956558182 -0.77615826476 -0.8361768788 -0.79570328532 -0.760431155128 -0.8555436518 0.04164931458 -0.06293856142 0.01478775056 -0.8295753744 -0.8776318646 -0.7957874558 -0.84620306454 -0.8719323838 -0.79148214896 -0.09560180708 -0.1445316055484 0.043396303166 -0.76585323852 -0.81864076734 0.203583295208 -0.77638209518 -0.78289446594 0.32121839136 -0.860426981 -0.84253042568 -0.0140440866306 -0.9057389356 -0.9134071204 0.24394845618
"3043" 1 "WALKING" 3 0.274990034689655 -0.0251674249925862 -0.112077207496552 -0.31841077597931 -0.0612752297637931 -0.373909880172414 0.881022157413793 -0.256668829655172 -0.133215053655172 -0.968003213965517 -0.947339033448276 -0.929365678448276 0.0425839405931034 0.0226725790172414 0.0105012629724138 -0.319782102413793 -0.14624287812069 -0.574140181896552 -0.0253161485965517 -0.081433436137931 0.0814623592362069 -0.531319694327586 -0.555098647724138 -0.47339053887931 -0.103274830637931 -0.0446965401155172 -0.0487881237643103 -0.454633644655172 -0.659859138775862 -0.54502807362069 -0.216176253197931 -0.306590705922414 -0.216176253197931 -0.306590705922414 -0.326495841775862 -0.248719848281034 -0.422710307901724 -0.5003448525 -0.586307724137931 -0.607658478103448 -0.318523224586207 -0.100444766941379 -0.429803354137931 -0.320699333243103 -0.101911823177586 -0.395088902241379 -0.333538269360345 0.0580255617310345 -0.0154639070258621 -0.343744199775862 -0.216116335479138 -0.550529938448276 -0.356114845568965 -0.128604056746552 -0.596867713793103 -0.228193187758621 -0.325543298724138 -0.33222644137931 -0.409001505241379 -0.559500919258621 -0.41549060787931 -0.572044075517241 -0.557159678965517 -0.543004829655172 -0.0297355948293103 -0.107839606481034 -0.0794794471482759 -0.275281450793103 -0.43455499362069 0.0612293510224138 -0.261001460431035 -0.244543725293103 -0.00715144782758621 -0.528353806465517 -0.571667141689655 0.0851646097931034 -0.625078352051724 -0.616096773275862 0.0824726910810345
